date,news_tone,news_volume
2017-03-26 00:00:00+00:00,-0.9972,0.0345
2017-03-27 00:00:00+00:00,-1.1802,0.0398
2017-03-28 00:00:00+00:00,-0.3648,0.0381
2017-03-29 00:00:00+00:00,-0.2816,0.0239
2017-03-30 00:00:00+00:00,0.0709,0.031
2017-03-31 00:00:00+00:00,0.0332,0.0279
2017-04-01 00:00:00+00:00,-0.8107,0.0305
2017-04-02 00:00:00+00:00,-1.4459,0.0454
2017-04-03 00:00:00+00:00,-0.592,0.039
2017-04-04 00:00:00+00:00,-0.3505,0.0283
2017-04-05 00:00:00+00:00,0.0937,0.0375
2017-04-06 00:00:00+00:00,-0.1637,0.0344
2017-04-07 00:00:00+00:00,-0.2445,0.0243
2017-04-08 00:00:00+00:00,-1.3809,0.0186
2017-04-09 00:00:00+00:00,-0.1093,0.0226
2017-04-10 00:00:00+00:00,-0.309,0.0333
2017-04-11 00:00:00+00:00,-1.9172,0.0533
2017-04-12 00:00:00+00:00,-0.6142,0.0416
2017-04-13 00:00:00+00:00,-0.3628,0.039
2017-04-14 00:00:00+00:00,-0.8728,0.0306
2017-04-15 00:00:00+00:00,-0.4223,0.0266
2017-04-16 00:00:00+00:00,0.0935,0.0173
2017-04-17 00:00:00+00:00,-1.7467,0.0285
2017-04-18 00:00:00+00:00,-1.3133,0.0291
2017-04-19 00:00:00+00:00,-1.5702,0.0352
2017-04-20 00:00:00+00:00,0.2272,0.0266
2017-04-21 00:00:00+00:00,-1.1309,0.03
2017-04-22 00:00:00+00:00,-2.0723,0.0297
2017-04-23 00:00:00+00:00,-1.3581,0.033
2017-04-24 00:00:00+00:00,-3.8798,0.0529
2017-04-25 00:00:00+00:00,-1.0045,0.0333
2017-04-26 00:00:00+00:00,-0.7159,0.0374
2017-04-27 00:00:00+00:00,-2.5775,0.0455
2017-04-28 00:00:00+00:00,-0.4949,0.0332
2017-04-29 00:00:00+00:00,-0.6862,0.0221
2017-04-30 00:00:00+00:00,-0.7547,0.0304
2017-05-01 00:00:00+00:00,-0.2982,0.0426
2017-05-02 00:00:00+00:00,-0.4433,0.0621
2017-05-03 00:00:00+00:00,0.0946,0.0428
2017-05-04 00:00:00+00:00,-0.3356,0.0383
2017-05-05 00:00:00+00:00,-0.2282,0.0458
2017-05-06 00:00:00+00:00,-0.474,0.0318
2017-05-07 00:00:00+00:00,-0.9875,0.0418
2017-05-08 00:00:00+00:00,-0.5004,0.0414
2017-05-09 00:00:00+00:00,-1.2806,0.0784
2017-05-10 00:00:00+00:00,-0.5295,0.0505
2017-05-11 00:00:00+00:00,-0.0573,0.0483
2017-05-12 00:00:00+00:00,-3.7301,0.338
2017-05-13 00:00:00+00:00,-4.6707,0.8591
2017-05-14 00:00:00+00:00,-4.7013,0.6794
2017-05-15 00:00:00+00:00,-4.9171,0.7026
2017-05-16 00:00:00+00:00,-5.229,0.519
2017-05-17 00:00:00+00:00,-4.0082,0.2064
2017-05-18 00:00:00+00:00,-3.3665,0.1031
2017-05-19 00:00:00+00:00,-3.7645,0.1661
2017-05-20 00:00:00+00:00,-2.8791,0.0888
2017-05-21 00:00:00+00:00,-1.755,0.0967
2017-05-22 00:00:00+00:00,-1.0359,0.1535
2017-05-23 00:00:00+00:00,-1.1795,0.1825
2017-05-24 00:00:00+00:00,-0.7849,0.1002
2017-05-25 00:00:00+00:00,-1.5372,0.1504
2017-05-26 00:00:00+00:00,-1.2698,0.125
2017-05-27 00:00:00+00:00,-1.8423,0.1075
2017-05-28 00:00:00+00:00,-0.342,0.0675
2017-05-29 00:00:00+00:00,-0.7822,0.0841
2017-05-30 00:00:00+00:00,-1.1021,0.0806
2017-05-31 00:00:00+00:00,-2.1386,0.0865
2017-06-01 00:00:00+00:00,-1.2961,0.081
2017-06-02 00:00:00+00:00,-0.7644,0.0928
2017-06-03 00:00:00+00:00,-0.6861,0.0691
2017-06-04 00:00:00+00:00,-0.4812,0.0621
2017-06-05 00:00:00+00:00,-0.5791,0.0736
2017-06-06 00:00:00+00:00,-0.5283,0.0856
2017-06-07 00:00:00+00:00,-0.2667,0.0659
2017-06-08 00:00:00+00:00,-0.2215,0.0663
2017-06-09 00:00:00+00:00,-0.4642,0.0697
2017-06-10 00:00:00+00:00,-1.1096,0.0454
2017-06-11 00:00:00+00:00,-0.8969,0.0564
2017-06-12 00:00:00+00:00,0.0462,0.0786
2017-06-13 00:00:00+00:00,-0.3562,0.0944
2017-06-14 00:00:00+00:00,-0.8085,0.0761
2017-06-15 00:00:00+00:00,-0.9055,0.1022
2017-06-16 00:00:00+00:00,-1.0981,0.0934
2017-06-17 00:00:00+00:00,-0.9365,0.0708
2017-06-18 00:00:00+00:00,-0.6118,0.0923
2017-06-19 00:00:00+00:00,-0.7085,0.0806
2017-06-20 00:00:00+00:00,-0.5378,0.0651
2017-06-21 00:00:00+00:00,-0.8021,0.0699
2017-06-22 00:00:00+00:00,-1.0377,0.0879
2017-06-23 00:00:00+00:00,-1.4186,0.0903
2017-06-24 00:00:00+00:00,-1.4626,0.0603
2017-06-25 00:00:00+00:00,-1.0184,0.0545
2017-06-26 00:00:00+00:00,-0.9443,0.0633
2017-06-27 00:00:00+00:00,-3.9153,0.2933
2017-06-28 00:00:00+00:00,-4.1029,0.5124
2017-06-29 00:00:00+00:00,-3.368,0.2158
2017-06-30 00:00:00+00:00,-3.0493,0.1286
2017-07-01 00:00:00+00:00,-2.1273,0.0699
2017-07-02 00:00:00+00:00,-1.6423,0.0729
2017-07-03 00:00:00+00:00,-0.8838,0.0787
2017-07-04 00:00:00+00:00,-1.2988,0.095
2017-07-05 00:00:00+00:00,-3.3318,0.1346
2017-07-06 00:00:00+00:00,-2.7916,0.111
2017-07-07 00:00:00+00:00,-0.8824,0.08
2017-07-08 00:00:00+00:00,-0.9507,0.0431
2017-07-09 00:00:00+00:00,-1.9786,0.0515
2017-07-10 00:00:00+00:00,-1.7098,0.0872
2017-07-11 00:00:00+00:00,-3.3356,0.1407
2017-07-12 00:00:00+00:00,-0.7802,0.0875
2017-07-13 00:00:00+00:00,-0.2232,0.0788
2017-07-14 00:00:00+00:00,-0.5865,0.073
2017-07-15 00:00:00+00:00,-1.288,0.0549
2017-07-16 00:00:00+00:00,-1.0094,0.0588
2017-07-17 00:00:00+00:00,-0.8592,0.0824
2017-07-18 00:00:00+00:00,-1.0459,0.0757
2017-07-19 00:00:00+00:00,-0.6126,0.0729
2017-07-20 00:00:00+00:00,-1.5566,0.0926
2017-07-21 00:00:00+00:00,-0.9905,0.0959
2017-07-22 00:00:00+00:00,-0.9594,0.084
2017-07-23 00:00:00+00:00,-0.4146,0.079
2017-07-24 00:00:00+00:00,-1.1605,0.2087
2017-07-25 00:00:00+00:00,-0.3014,0.0947
2017-07-26 00:00:00+00:00,-2.123,0.1498
2017-07-27 00:00:00+00:00,-2.123,0.1459
2017-07-28 00:00:00+00:00,-2.41,0.1184
2017-07-29 00:00:00+00:00,-1.4416,0.0714
2017-07-30 00:00:00+00:00,-0.7697,0.0645
2017-07-31 00:00:00+00:00,-0.7382,0.0967
2017-08-01 00:00:00+00:00,-1.0272,0.2063
2017-08-02 00:00:00+00:00,-0.7015,0.2248
2017-08-03 00:00:00+00:00,-1.5888,0.1264
2017-08-04 00:00:00+00:00,-2.0278,0.119
2017-08-05 00:00:00+00:00,-1.6466,0.1141
2017-08-06 00:00:00+00:00,-1.621,0.1099
2017-08-07 00:00:00+00:00,-1.1609,0.1773
2017-08-08 00:00:00+00:00,-3.4365,0.261
2017-08-09 00:00:00+00:00,-1.3968,0.1322
2017-08-10 00:00:00+00:00,-0.8914,0.1177
2017-08-11 00:00:00+00:00,-1.4657,0.158
2017-08-12 00:00:00+00:00,-1.4966,0.1155
2017-08-13 00:00:00+00:00,-0.9044,0.1982
2017-08-14 00:00:00+00:00,-0.9187,0.2234
2017-08-15 00:00:00+00:00,-0.9656,0.1876
2017-08-16 00:00:00+00:00,-0.7526,0.1447
2017-08-17 00:00:00+00:00,-1.3514,0.1881
2017-08-18 00:00:00+00:00,-0.6563,0.1159
2017-08-19 00:00:00+00:00,-0.632,0.0924
2017-08-20 00:00:00+00:00,-0.4793,0.1109
2017-08-21 00:00:00+00:00,-0.5998,0.1049
2017-08-22 00:00:00+00:00,-0.5088,0.1302
2017-08-23 00:00:00+00:00,-0.4849,0.0952
2017-08-24 00:00:00+00:00,-0.7171,0.154
2017-08-25 00:00:00+00:00,-0.9806,0.0908
2017-08-26 00:00:00+00:00,-1.1073,0.0658
2017-08-27 00:00:00+00:00,-0.6169,0.0871
2017-08-28 00:00:00+00:00,-0.3716,0.1349
2017-08-29 00:00:00+00:00,-0.4014,0.0976
2017-08-30 00:00:00+00:00,-0.4491,0.106
2017-08-31 00:00:00+00:00,-0.3939,0.1155
2017-09-01 00:00:00+00:00,-0.6868,0.1209
2017-09-02 00:00:00+00:00,-0.8358,0.1297
2017-09-03 00:00:00+00:00,-1.3961,0.1203
2017-09-04 00:00:00+00:00,-1.7127,0.2286
2017-09-05 00:00:00+00:00,-1.5882,0.2526
2017-09-06 00:00:00+00:00,-0.3418,0.1621
2017-09-07 00:00:00+00:00,-0.325,0.1271
2017-09-08 00:00:00+00:00,-0.8867,0.1306
2017-09-09 00:00:00+00:00,-1.0407,0.1075
2017-09-10 00:00:00+00:00,-0.8455,0.0902
2017-09-11 00:00:00+00:00,-1.1713,0.1698
2017-09-12 00:00:00+00:00,-1.7252,0.1685
2017-09-13 00:00:00+00:00,-1.9566,0.2314
2017-09-14 00:00:00+00:00,-1.7246,0.2126
2017-09-15 00:00:00+00:00,-1.6948,0.3121
2017-09-16 00:00:00+00:00,-1.2654,0.1783
2017-09-17 00:00:00+00:00,-0.895,0.1631
2017-09-18 00:00:00+00:00,-1.1682,0.2134
2017-09-19 00:00:00+00:00,-1.5304,0.226
2017-09-20 00:00:00+00:00,-0.8659,0.1428
2017-09-21 00:00:00+00:00,-0.5005,0.138
2017-09-22 00:00:00+00:00,-1.1623,0.1535
2017-09-23 00:00:00+00:00,-0.9752,0.0891
2017-09-24 00:00:00+00:00,0.0479,0.0818
2017-09-25 00:00:00+00:00,-1.2522,0.1148
2017-09-26 00:00:00+00:00,-0.4194,0.1333
2017-09-27 00:00:00+00:00,-0.9194,0.1766
2017-09-28 00:00:00+00:00,-0.8481,0.1342
2017-09-29 00:00:00+00:00,-2.3737,0.2051
2017-09-30 00:00:00+00:00,-0.8529,0.1209
2017-10-01 00:00:00+00:00,-1.175,0.1002
2017-10-02 00:00:00+00:00,-0.6507,0.119
2017-10-03 00:00:00+00:00,-0.3202,0.1142
2017-10-04 00:00:00+00:00,-2.241,0.159
2017-10-05 00:00:00+00:00,-0.7156,0.0839
2017-10-06 00:00:00+00:00,-1.053,0.104
2017-10-07 00:00:00+00:00,-0.7188,0.0736
2017-10-08 00:00:00+00:00,-0.3515,0.0786
2017-10-09 00:00:00+00:00,-1.0723,0.0967
2017-10-10 00:00:00+00:00,-1.0645,0.1447
2017-10-11 00:00:00+00:00,-1.1741,0.1356
2017-10-12 00:00:00+00:00,-0.7991,0.2298
2017-10-13 00:00:00+00:00,-0.7344,0.242
2017-10-14 00:00:00+00:00,-0.39,0.0999
2017-10-15 00:00:00+00:00,-0.8157,0.1076
2017-10-16 00:00:00+00:00,-1.0574,0.1451
2017-10-17 00:00:00+00:00,-1.1308,0.1425
2017-10-18 00:00:00+00:00,-1.0003,0.1402
2017-10-19 00:00:00+00:00,-1.0558,0.1463
2017-10-20 00:00:00+00:00,-0.8304,0.1693
2017-10-21 00:00:00+00:00,-0.9032,0.1608
2017-10-22 00:00:00+00:00,-0.519,0.1007
2017-10-23 00:00:00+00:00,-0.5458,0.1493
2017-10-24 00:00:00+00:00,-0.7983,0.1819
2017-10-25 00:00:00+00:00,-1.3375,0.2068
2017-10-26 00:00:00+00:00,-0.7757,0.1291
2017-10-27 00:00:00+00:00,-0.5847,0.1253
2017-10-28 00:00:00+00:00,-0.6519,0.1221
2017-10-29 00:00:00+00:00,-0.5041,0.1106
2017-10-30 00:00:00+00:00,-1.7181,0.1662
2017-10-31 00:00:00+00:00,-0.7267,0.1718
2017-11-01 00:00:00+00:00,-0.7273,0.249
2017-11-02 00:00:00+00:00,-0.906,0.2416
2017-11-03 00:00:00+00:00,-0.7845,0.194
2017-11-04 00:00:00+00:00,-1.959,0.193
2017-11-05 00:00:00+00:00,-0.7295,0.1254
2017-11-06 00:00:00+00:00,-0.3075,0.1402
2017-11-07 00:00:00+00:00,-0.0371,0.1436
2017-11-08 00:00:00+00:00,-0.7376,0.1725
2017-11-09 00:00:00+00:00,-0.82,0.1518
2017-11-10 00:00:00+00:00,-0.8575,0.1602
2017-11-11 00:00:00+00:00,-0.6449,0.1238
2017-11-12 00:00:00+00:00,-0.6089,0.1194
2017-11-13 00:00:00+00:00,-1.4402,0.2459
2017-11-14 00:00:00+00:00,-0.6628,0.1701
2017-11-15 00:00:00+00:00,-1.0485,0.1796
2017-11-16 00:00:00+00:00,-0.8861,0.1704
2017-11-17 00:00:00+00:00,-0.7601,0.2044
2017-11-18 00:00:00+00:00,-0.7727,0.1073
2017-11-19 00:00:00+00:00,-0.4379,0.1276
2017-11-20 00:00:00+00:00,-0.4011,0.2211
2017-11-21 00:00:00+00:00,-3.1856,0.3011
2017-11-22 00:00:00+00:00,-1.948,0.2322
2017-11-23 00:00:00+00:00,-0.6419,0.1426
2017-11-24 00:00:00+00:00,-0.3449,0.1196
2017-11-25 00:00:00+00:00,-0.5509,0.1139
2017-11-26 00:00:00+00:00,-0.4492,0.2196
2017-11-27 00:00:00+00:00,-0.5595,0.5128
2017-11-28 00:00:00+00:00,-0.6387,0.3918
2017-11-29 00:00:00+00:00,-0.9337,0.6495
2017-11-30 00:00:00+00:00,-0.9395,0.5076
2017-12-03 00:00:00+00:00,-0.7045,0.3933
2017-12-04 00:00:00+00:00,-1.1364,0.6124
2017-12-05 00:00:00+00:00,-0.7903,0.3689
2017-12-06 00:00:00+00:00,-1.246,0.5084
2017-12-07 00:00:00+00:00,-1.5258,0.9025
2017-12-08 00:00:00+00:00,-1.0266,0.8575
2017-12-09 00:00:00+00:00,-0.5072,0.5363
2017-12-10 00:00:00+00:00,-0.8106,0.5857
2017-12-11 00:00:00+00:00,-0.9616,1.149
2017-12-12 00:00:00+00:00,-0.7382,0.6951
2017-12-13 00:00:00+00:00,-1.3083,0.8415
2017-12-14 00:00:00+00:00,-1.0973,0.5258
2017-12-15 00:00:00+00:00,-1.8573,0.7649
2017-12-16 00:00:00+00:00,-1.0186,0.5337
2017-12-17 00:00:00+00:00,-0.9643,0.484
2017-12-18 00:00:00+00:00,-0.79,0.6914
2017-12-19 00:00:00+00:00,-1.8983,0.6824
2017-12-20 00:00:00+00:00,-1.3645,0.8114
2017-12-21 00:00:00+00:00,-0.8172,0.6106
2017-12-22 00:00:00+00:00,-1.1025,0.9645
2017-12-23 00:00:00+00:00,-1.6111,0.6412
2017-12-24 00:00:00+00:00,-1.2357,0.4842
2017-12-25 00:00:00+00:00,-0.7432,0.5079
2017-12-26 00:00:00+00:00,-0.7644,0.6325
2017-12-27 00:00:00+00:00,-0.7924,0.5102
2017-12-28 00:00:00+00:00,-1.0757,0.6286
2017-12-29 00:00:00+00:00,-1.3114,0.6622
2017-12-30 00:00:00+00:00,-1.2091,0.4603
2017-12-31 00:00:00+00:00,-0.761,0.4443
2018-01-01 00:00:00+00:00,-0.9709,0.4023
2018-01-02 00:00:00+00:00,-0.8743,0.6015
2018-01-03 00:00:00+00:00,-0.7656,0.5418
2018-01-04 00:00:00+00:00,-0.7804,0.412
2018-01-05 00:00:00+00:00,-0.7355,0.3789
2018-01-06 00:00:00+00:00,-0.6525,0.3142
2018-01-07 00:00:00+00:00,-0.8372,0.3724
2018-01-08 00:00:00+00:00,-0.7395,0.3859
2018-01-09 00:00:00+00:00,-0.8939,0.4493
2018-01-10 00:00:00+00:00,-0.6031,0.436
2018-01-11 00:00:00+00:00,-1.5091,0.5923
2018-01-12 00:00:00+00:00,-0.9026,0.4258
2018-01-13 00:00:00+00:00,-1.2753,0.4159
2018-01-14 00:00:00+00:00,-0.6792,0.3037
2018-01-15 00:00:00+00:00,-1.463,0.4062
2018-01-16 00:00:00+00:00,-1.5932,0.6102
2018-01-17 00:00:00+00:00,-1.4743,0.7845
2018-01-18 00:00:00+00:00,-1.3017,0.5575
2018-01-19 00:00:00+00:00,-1.0702,0.486
2018-01-20 00:00:00+00:00,-1.1509,0.3159
2018-01-21 00:00:00+00:00,-0.7404,0.2752
2018-01-22 00:00:00+00:00,-1.2673,0.3736
2018-01-23 00:00:00+00:00,-1.1618,0.4198
2018-01-24 00:00:00+00:00,-0.6063,0.3331
2018-01-25 00:00:00+00:00,-0.713,0.3961
2018-01-26 00:00:00+00:00,-0.9325,0.4111
2018-01-27 00:00:00+00:00,-2.1282,0.3319
2018-01-28 00:00:00+00:00,-1.6828,0.3495
2018-01-29 00:00:00+00:00,-1.6708,0.4719
2018-01-30 00:00:00+00:00,-1.3024,0.3762
2018-01-31 00:00:00+00:00,-1.3996,0.4825
2018-02-01 00:00:00+00:00,-1.256,0.4017
2018-02-02 00:00:00+00:00,-1.491,0.6019
2018-02-03 00:00:00+00:00,-1.0712,0.3468
2018-02-04 00:00:00+00:00,-0.8257,0.3107
2018-02-05 00:00:00+00:00,-1.8576,0.6016
2018-02-06 00:00:00+00:00,-1.974,0.6748
2018-02-07 00:00:00+00:00,-1.2903,0.3995
2018-02-08 00:00:00+00:00,-0.8711,0.3312
2018-02-09 00:00:00+00:00,-1.0493,0.2974
2018-02-10 00:00:00+00:00,-1.1903,0.2883
2018-02-11 00:00:00+00:00,-1.2966,0.3353
2018-02-12 00:00:00+00:00,-1.4972,0.3473
2018-02-13 00:00:00+00:00,-1.0004,0.3208
2018-02-14 00:00:00+00:00,-0.745,0.303
2018-02-15 00:00:00+00:00,-1.0279,0.3233
2018-02-16 00:00:00+00:00,-1.1489,0.3138
2018-02-17 00:00:00+00:00,-2.1821,0.245
2018-02-18 00:00:00+00:00,-0.6212,0.2242
2018-02-19 00:00:00+00:00,-0.749,0.2669
2018-02-20 00:00:00+00:00,-0.718,0.34
2018-02-21 00:00:00+00:00,-0.8242,0.3158
2018-02-22 00:00:00+00:00,-0.8863,0.2602
2018-02-23 00:00:00+00:00,-0.5945,0.248
2018-02-24 00:00:00+00:00,-0.9224,0.2267
2018-02-25 00:00:00+00:00,-0.4875,0.1861
2018-02-26 00:00:00+00:00,-0.5873,0.2697
2018-02-27 00:00:00+00:00,-0.9029,0.3592
2018-02-28 00:00:00+00:00,-1.1803,0.2705
2018-03-01 00:00:00+00:00,-0.9665,0.2386
2018-03-02 00:00:00+00:00,-1.0696,0.3336
2018-03-03 00:00:00+00:00,-0.8713,0.2843
2018-03-04 00:00:00+00:00,-0.79,0.2181
2018-03-05 00:00:00+00:00,-0.7211,0.2268
2018-03-06 00:00:00+00:00,-0.6661,0.2374
2018-03-07 00:00:00+00:00,-0.9795,0.2443
2018-03-08 00:00:00+00:00,-1.0767,0.2856
2018-03-09 00:00:00+00:00,-0.9472,0.275
2018-03-10 00:00:00+00:00,-0.6653,0.1594
2018-03-11 00:00:00+00:00,-0.1859,0.1991
2018-03-12 00:00:00+00:00,-0.8261,0.2472
2018-03-13 00:00:00+00:00,-0.7683,0.2429
2018-03-14 00:00:00+00:00,-1.1623,0.2752
2018-03-15 00:00:00+00:00,-1.3496,0.2779
2018-03-16 00:00:00+00:00,-0.627,0.2669
2018-03-17 00:00:00+00:00,-0.4474,0.2318
2018-03-18 00:00:00+00:00,-0.5647,0.2891
2018-03-19 00:00:00+00:00,-1.1234,0.3477
2018-03-20 00:00:00+00:00,-0.7975,0.2697
2018-03-21 00:00:00+00:00,-1.0009,0.2658
2018-03-22 00:00:00+00:00,-0.687,0.2367
2018-03-23 00:00:00+00:00,-0.8759,0.3122
2018-03-24 00:00:00+00:00,-0.1551,0.2169
2018-03-25 00:00:00+00:00,-0.4145,0.235
2018-03-26 00:00:00+00:00,-1.033,0.2372
2018-03-27 00:00:00+00:00,-1.2685,0.2657
2018-03-28 00:00:00+00:00,-0.7588,0.2479
2018-03-29 00:00:00+00:00,-0.6638,0.2695
2018-03-30 00:00:00+00:00,-1.2915,0.247
2018-03-31 00:00:00+00:00,-0.2776,0.2442
2018-04-01 00:00:00+00:00,-0.5271,0.2722
2018-04-02 00:00:00+00:00,-0.5358,0.2344
2018-04-03 00:00:00+00:00,-0.8859,0.2229
2018-04-04 00:00:00+00:00,-0.6812,0.1867
2018-04-05 00:00:00+00:00,-1.0171,0.1974
2018-04-06 00:00:00+00:00,-1.2282,0.2352
2018-04-07 00:00:00+00:00,-0.6348,0.1775
2018-04-08 00:00:00+00:00,-0.3563,0.2003
2018-04-09 00:00:00+00:00,-0.7801,0.2082
2018-04-10 00:00:00+00:00,-0.9399,0.1958
2018-04-11 00:00:00+00:00,-0.6455,0.1991
2018-04-12 00:00:00+00:00,-0.8455,0.2484
2018-04-13 00:00:00+00:00,-0.9382,0.2278
2018-04-14 00:00:00+00:00,-0.4133,0.1698
2018-04-15 00:00:00+00:00,-0.3817,0.2047
2018-04-16 00:00:00+00:00,-0.0734,0.2082
2018-04-17 00:00:00+00:00,-0.8319,0.222
2018-04-18 00:00:00+00:00,-1.4135,0.2344
2018-04-19 00:00:00+00:00,-1.0223,0.1796
2018-04-20 00:00:00+00:00,-0.9227,0.1847
2018-04-21 00:00:00+00:00,-0.186,0.1675
2018-04-22 00:00:00+00:00,-0.247,0.1712
2018-04-23 00:00:00+00:00,-1.1569,0.2694
2018-04-24 00:00:00+00:00,-0.7916,0.2537
2018-04-25 00:00:00+00:00,-0.5926,0.2224
2018-04-26 00:00:00+00:00,-0.4781,0.1611
2018-04-27 00:00:00+00:00,-0.5202,0.1327
2018-04-28 00:00:00+00:00,-0.2194,0.1533
2018-04-29 00:00:00+00:00,0.0535,0.1786
2018-04-30 00:00:00+00:00,-0.2363,0.1473
2018-05-01 00:00:00+00:00,-0.3816,0.1706
2018-05-02 00:00:00+00:00,-0.3903,0.1576
2018-05-03 00:00:00+00:00,-0.0383,0.1585
2018-05-04 00:00:00+00:00,-0.6823,0.1286
2018-05-05 00:00:00+00:00,-0.7494,0.1147
2018-05-06 00:00:00+00:00,-0.1547,0.2101
2018-05-07 00:00:00+00:00,-0.5354,0.2075
2018-05-08 00:00:00+00:00,-0.2829,0.2186
2018-05-09 00:00:00+00:00,-0.0104,0.1619
2018-05-10 00:00:00+00:00,-0.3767,0.1419
2018-05-11 00:00:00+00:00,-0.9736,0.1732
2018-05-12 00:00:00+00:00,-0.8092,0.1633
2018-05-13 00:00:00+00:00,-0.2676,0.1498
2018-05-14 00:00:00+00:00,-0.5038,0.2041
2018-05-15 00:00:00+00:00,-0.0317,0.1633
2018-05-16 00:00:00+00:00,-0.1221,0.1717
2018-05-17 00:00:00+00:00,-0.1003,0.1527
2018-05-18 00:00:00+00:00,-0.2737,0.1483
2018-05-19 00:00:00+00:00,-0.0985,0.1258
2018-05-20 00:00:00+00:00,-0.2874,0.1477
